"","uid","cat","name","screen_name","description","verified","followers_count","statuses_count"
"1436",450341380,1,"Mike Madrid","madrid_mike","Sacramento GOP political consultant; Latino voting trends/analysis. CA local government. Partner at GrassrootsLab. #Georgetown @theAAPC Board Member","False",1486,5943
"1437",65820642,1,"theONLY Arika","ArikaSanders","life is a beautiful journey that usually takes us where we never thought we would survive. but survive and thrive is all our spirit knows to do. blessed.","False",1269,5944
"1438",622455036,1,"Haleymarie","HaleyM_FLVote","#Democrat - Equal Rights and Treatment for All- Gun sense - Clean energy - #Atheist - Humanist -Feminist- Poli Science BA #Patriots #Hillary2016","False",494,5958
"1439",604630006,1,"Liberals Unite","BoyzBoxers","Progressive Libaral - NO RWNJs. I fight bigotry and hatred. USING RELIGION AS A WEAPON = BLOCKED. #CIR #RenewUI #NOH8 #FriendOfTrevor #GunSense","False",1849,5971
"1440",24737755,1,"Starks2016","debistarks","Conservative, Proud Native Texan, 2ndA Supporter & MAJOR Hater of the MSM #tcot **TED CRUZ 2016**","False",1602,5987
"1441",375949267,1,"Josh Huder","joshHuder","Senior Fellow @GAIGeorgetown. Polisci PhD. Mostly Congress. Contributor @Rule22blog & @csmonitor.","False",597,5997
"1442",91208519,1,"Clint T","clintjtucker","RTs are an endorsement. Low amatuer at 2009 PGA Championship.","False",277,6000
"1443",1348083672,1,"ᶜʰᵉᵈ","ChadMitchell67","MBA '15. UTC '19. Nashville, TN #Cruz2016 #Forever43 @momac25","False",676,6003
"1444",538336770,1,"Luciana Lopez","Luciana_F_Lopez","I'm part of the Reuters 2016 campaign team, particularly covering economic policy. I eat too much chocolate and then try to run it off. RTs not endorsements.","True",1923,6008
"1445",2345807090,1,"BeefSandwichPharoah","StuntBirdArmy","The original @stunt_bird, back and better than ever.","False",760,6015
"1446",16571022,1,"Jay Fubler Harvey","jayfublerharvey","Question everything, especially yourself... #Babylon5 #Browns #ドリカム #TwinPeaks #MCFC #FeelTheBern #UX #multiracial #biracial #mixedrace","False",734,6023
"1447",3033441051,1,"Gender Watch 2016","GenderWatch2016","A nonpartisan project of @CAWP_RU and @BLFF_org to track, analyze, and illuminate gender dynamics in the 2016 presidential election.","False",1699,6030
"1448",240760644,1,"Rep. Paul Gosar, DDS","RepGosar","Proudly representing Arizona's Fourth Congressional District.","True",15237,6032
"1449",263574104,1,"Nancy Ames","icefishinglady","#progressive, friend of #wiunion, #Bernie2016, #Wipolitics, #WeAreBernie, #BernieSanders, Mostly sayin', 'Hooray for our side!'","False",618,6033
"1450",14321742,1,"clint_galliano","clint_galliano","Husband, dad, Tech Nerd, entrepeneur,","False",1289,6034
"1451",15415967,1,"Josiah Austin Gulden","jgulden","designer | writer | simplifier // UXing at #Bernie2016 // digs coffee, tech, zen, organics, film, @gyrotiffany, & long walks on the beach. ✌️","False",988,6037
"1452",16413730,1,"Alan Gomez","alangomez","Miami-based reporter for USA Today, focused on immigration and Latin America. Previously covered Congress, hurricanes, war, cops, courts and suicide squirrels.","True",4137,6066
"1453",416842611,1,"World Politics","WorldAffairs2","","False",3610,6074
"1454",9489212,1,"Hillary","twig1gy","Hello World","False",1618,6074
"1455",3415764736,1,"sarah","ohyougatherer","A human pinball machine who is a writer, a traveler, a photographer, and a home cook who is currently flying under the radar.","False",592,6112
"1456",2550890816,1,"American Liberal","AmerLiberal","American Liberal blog: voice for the real people of #USA. #Progressive #Liberal #HumanRights #CivilRights @ACLU #DeathWithDignity #MyBodyMyChoice I am @JonHuie","False",739,6122
"1457",274295019,1,"James McKee","TallPolitical","Sort of pollster. Into politics, policy, emotions,healthcare & social cohesion. So, fun at parties. Usually posts new music of 20 years ago. YEG and YYZ","False",738,6144
"1458",2177111790,1,"Bernie2016","ProudMaleSwifti","18/Guitarist/Swiftie.","False",1400,6156
"1459",21158941,1,"gangemi","dinosaurtrader","The disconnect between my hilarious twitter stream and morbidly depressive blog posts is almost too much for me to bear.","False",2774,6169
"1460",129760550,1,"JBPinches","JBPinches","Editor for http://t.co/HLXJx5Aljr followed by; @CongressmanDan @Heritage @Senate_GOPs @RonRamsey @PeterKinder @ccoalition @OrrinHatch @DarrellIssa @tedcruz","False",1469,6174
"1461",82951231,1,"Dennis Gilgallon","dgilgallon","sr rep with Primerica, sr project manager, Certified Scrum Master,  Bengals fan, #FeelTheBern","False",712,6193
"1462",13098322,1,"Trip Wootten","twootten","Garnette of House Wootten, the third of his name.

Feeling the bern.","False",179,6195
"1463",228139777,1,"dil","vulcanfaerie","Dilpreet | aspiring astrophysicist and meme lover","False",1267,6204
"1464",216425548,1,"David Halperin","DaHalperin","Lawyer, writer, advocate -on $ in politics, #highered, #climatechange, open govt etc. Former (Bill Clinton) White House speechwriter. I find DC corrupt & humid.","False",1982,6209
"1465",376949684,1,"Nolan Finley","NolanFinleyDN","Editorial page editor of The Detroit News. Author of Little Red Hen, A Collection of Columns From Detroit's Conservative Voice. Available on Amazon. @miweek.","True",6215,6211
"1466",29896002,1,"Thomas Elness","thomas_elness","Business/Comm at Augie, Augustana Student Association vice-president, Boatwright intern, golf addict, #Bernie2016, Jesus spreader. I am responsible for tweets.","False",628,6217
"1467",24333238,1,"Greg Bernie Hopper","GregHopper","Liberal, Gay, Atheist, animal rights advocate,  Vegan","False",1564,6218
"1468",62421328,1,"Liberal Dan","lj4adotcomdan","Fairly Progressive, active voter, advocate for equality, #Obama2012. Starting my own radio show. Follow @liberaldanradio","False",660,6219
"1469",953173152,1,"Baritone Liberavoice","redstmiscreant","I'm a nice person, but this is where I come to express my rage & disgust with all things conservative & republican because they're terrible & totally deserve it","False",1730,6226
"1470",2525327236,1,"Mike Iozzia","MikeIozzia","OBHS Lacrosse♊️ Red Bull Arena -Emirates Stadium snapchat- mikeiozzia5. #Bernie2016","False",493,6228
"1471",52340158,1,"nick","ficknouts","#Bernie2016 ♋️ ⚣ I'm a curious sniffer.","False",387,6240
"1472",37545086,1,"Meredith Smith","hermintage","First time mom. Fairy tales are the bomb. Tattooed Texpat poet. I rhyme a lot, wouldn't you know it.","False",1014,6289
"1473",236187892,1,"Austin Polmateer","AustinPolmateer","You know how they say it's been a pleasure? It hasn't. Snapchat: austinpolmateer","False",1034,6323
"1474",385586516,1,"Rick Mancia","ManciaRick","I'm on TV & stuff. #FeelTheBern","False",3091,6353
